key,environment,family,difficulty,trajectory,start,frames,split,depth_median_m,depth_max_m,depth_masked_columns,flow_valid_share,boundary_share,lum_mean,step_m_median,sha256
CyberPunkDowntown/hard/P004/000758,CyberPunkDowntown,Cyberpunk,hard,P004,758,32,test,22.0469,13456.0,0,0.9076,0.5702,0.119,0.2808,2c4250a3291883ad55e08f6bac785f1d5d7ce2ca0b64ccab66d6951b657cfccb
CyberPunkDowntown/hard/P005/000143,CyberPunkDowntown,Cyberpunk,hard,P005,143,32,test,2.0371,15064.0,0,0.9295,0.1753,0.2172,0.2614,39ed9c83e0344488ac8d732bfce330a11ba06370afe09ee70402c509731f4dbd
CyberPunkDowntown/hard/P005/000461,CyberPunkDowntown,Cyberpunk,hard,P005,461,32,test,13.0156,83.19,0,0.9484,0.3658,0.0905,0.3004,baa3c68f862d54cc90790e6a3dc7554da6f89e6a652512c21f1de85705e67d11
CyberPunkDowntown/hard/P006/000279,CyberPunkDowntown,Cyberpunk,hard,P006,279,32,test,13.2422,105.19,0,0.949,0.4548,0.2374,0.2605,9b06488bb655c379db78b3b9cfa7841adebab43e941bf9c353979fa520b407e7
CyberPunkDowntown/hard/P006/000870,CyberPunkDowntown,Cyberpunk,hard,P006,870,32,test,11.7578,14232.0,0,0.9386,0.488,0.1727,0.3395,cd5d1ddddf9f5b15e9fb939af049d6af279db3297e683cd2667027bca1f5338a
Cyberpunk/easy/P000/000656,Cyberpunk,Cyberpunk,easy,P000,656,32,test,4.0234,40.22,0,0.9345,0.2612,0.1171,0.1529,38f8c232503514ca1d6eb428494e23d8b1ce237e3ae19aed834c5e584d8a0f86
Cyberpunk/easy/P000/001998,Cyberpunk,Cyberpunk,easy,P000,1998,32,test,9.9922,13176.0,0,0.9527,0.3707,0.1683,0.3399,d450c0685b536ecb6a8e550971e6133b6d7d16f3a64c34989c62a6f747cca427
Cyberpunk/easy/P001/000425,Cyberpunk,Cyberpunk,easy,P001,425,32,test,16.3281,107.56,0,0.9841,0.3355,0.2477,0.3016,9274fedac1752c1b63c7c8e894ce2f6e0d3a95fabdb8e4bcfea0a14c202d75f3
Cyberpunk/easy/P001/001308,Cyberpunk,Cyberpunk,easy,P001,1308,32,test,8.2617,16160.0,0,0.9349,0.4262,0.1511,0.1556,ca9e10894d388bf6a9f0300a35220e3dd6134004a209e8f53a224be4ebbae390
Cyberpunk/easy/P002/000508,Cyberpunk,Cyberpunk,easy,P002,508,32,test,20.0,15328.0,0,0.9911,0.2854,0.2772,0.314,37f9c0f1cdbbfa40226eeea17313401879ef372fab9df41544f4d9564ceed87d
Cyberpunk/easy/P002/001558,Cyberpunk,Cyberpunk,easy,P002,1558,32,test,3.6211,15216.0,0,0.9441,0.2559,0.1368,0.2822,8e7e44a26af9735d469039b7cf65291d1ea33fb6b5c66a1de4c3e6c1eae9f388
Cyberpunk/easy/P003/000346,Cyberpunk,Cyberpunk,easy,P003,346,32,test,26.2031,15080.0,0,0.9649,0.4671,0.2939,0.3231,e6b6ca565d67578840a86aea1c9dcf0deca5a799273a0bf6e3d6834e697e14fc
Cyberpunk/easy/P003/001071,Cyberpunk,Cyberpunk,easy,P003,1071,32,test,1.3926,3.65,0,0.9799,0.0002,0.0747,0.1212,9c604365cc14df5c48b8fddbd3bf88fabe49d98600bf4fd0484571a32521a14e
Cyberpunk/easy/P004/000458,Cyberpunk,Cyberpunk,easy,P004,458,32,test,40.9219,16280.0,0,0.9721,0.4752,0.3399,0.1025,5b40f5b1ecf4d36dadcb02d553164df8369154eef34e4e5f0c830886d89e2d1a
Cyberpunk/easy/P004/001406,Cyberpunk,Cyberpunk,easy,P004,1406,32,test,3.0137,12640.0,0,0.9697,0.1964,0.1044,0.2515,f6a29b96d454a5989254d250bd2a49b5910186960a408659d155f181313fbf29
Cyberpunk/easy/P005/000186,Cyberpunk,Cyberpunk,easy,P005,186,32,test,12.7773,14184.0,0,0.9487,0.4097,0.2027,0.2984,08207f4312217c8887c6ab85ac1013509c24184bf34562775e78268d004e1421
Cyberpunk/easy/P005/000590,Cyberpunk,Cyberpunk,easy,P005,590,32,test,11.3047,12792.0,0,0.9565,0.4291,0.2626,0.3663,9f0c30d07b89b180f462b65829d35be8383a0353cbcdbb3fc94b1819eb3e80a3
Cyberpunk/easy/P006/000757,Cyberpunk,Cyberpunk,easy,P006,757,32,test,12.9297,113.31,0,0.9478,0.4532,0.2054,0.4608,f188a345be2de8f5ae1fbb09c8daa51d3ad4999315b5b64c7ef3c2ed35657da2
Cyberpunk/easy/P006/002302,Cyberpunk,Cyberpunk,easy,P006,2302,32,test,19.2656,15096.0,0,0.9751,0.5679,0.293,0.1113,03f69c8ddbd99659ed381e35094095d28fb6f05e37c219c37e26554905046cd6
Cyberpunk/easy/P007/000698,Cyberpunk,Cyberpunk,easy,P007,698,32,test,14.8047,12592.0,0,0.9868,0.2079,0.2409,0.304,45b0e8422ddeddc60e93c4cf58a031b0a65bcf8a5c359ccc645d61d282d2ce00
Cyberpunk/easy/P007/002128,Cyberpunk,Cyberpunk,easy,P007,2128,32,test,24.1094,14744.0,0,0.9813,0.3105,0.2684,0.213,1abc52a79b1ed6d2b841cdf81564d8639710d5a114efad509e213e74cb399bec
Cyberpunk/hard/P000/000367,Cyberpunk,Cyberpunk,hard,P000,367,32,test,15.4531,163.75,0,0.9426,0.3784,0.2348,0.3532,bd90679ab47080a11a0d8dd6a9da3b442ada39b51275d41e8ac2885f471b0995
Cyberpunk/hard/P000/001133,Cyberpunk,Cyberpunk,hard,P000,1133,32,test,10.0625,15768.0,0,0.8902,0.4297,0.2234,0.3093,b5de7797a8f1743011a279933a5d7974301e793aea8287d754ad505f30e51436
Cyberpunk/hard/P001/000239,Cyberpunk,Cyberpunk,hard,P001,239,32,test,44.25,15248.0,0,0.9481,0.2497,0.3795,0.1497,3b33cf64048c2da8614fc301c3fb576de8f15cb7c716cfc0a2a6fbf64b5effaa
Cyberpunk/hard/P001/000750,Cyberpunk,Cyberpunk,hard,P001,750,32,test,5.3633,80.44,0,0.8761,0.2266,0.1654,0.2341,4fb3451b3b47d798a7f7edeeddc75af70c9c1a5cdaffe4f513c9eeb9415cec4d
Cyberpunk/hard/P002/000302,Cyberpunk,Cyberpunk,hard,P002,302,32,test,21.0625,14472.0,0,0.9351,0.425,0.2117,0.2409,ac8003e75bf53253189123caa556c4ef2c0fb68466b772175114c7a625fec720
Cyberpunk/hard/P002/000937,Cyberpunk,Cyberpunk,hard,P002,937,32,test,12.9375,12672.0,0,0.9141,0.3446,0.2177,0.2232,03db36b29437ea0c813176fdd38469ede84ef5da27b3e194addb0e83240bf877
Cyberpunk/hard/P003/000165,Cyberpunk,Cyberpunk,hard,P003,165,32,test,41.8906,16384.0,0,0.9632,0.5043,0.3557,0.1788,0f880293ef84be510a5559ddfd1c9a096b11a95a51e785eca76002390ae5b8a9
Cyberpunk/hard/P003/000528,Cyberpunk,Cyberpunk,hard,P003,528,32,test,13.5391,15184.0,0,0.9557,0.2215,0.2428,0.3656,6bebb8bac56682dc691a90c283de5ed730b349d268b3f14b8820e67258a48914
Cyberpunk/hard/P004/000252,Cyberpunk,Cyberpunk,hard,P004,252,32,test,16.125,13192.0,0,0.8803,0.5281,0.2628,0.3628,6a1c1a5baff705259fe025ca98a53177c3a48313745157f981f2d3451513c4a6
Cyberpunk/hard/P004/000788,Cyberpunk,Cyberpunk,hard,P004,788,32,test,11.1797,13984.0,0,0.9516,0.1575,0.1885,0.4036,be99c0c7765bc1a75ea945515c5b65fb1a507740ebff9cd376f5f800a045b5aa
Cyberpunk/hard/P005/000098,Cyberpunk,Cyberpunk,hard,P005,98,32,test,8.8984,15232.0,0,0.9585,0.0986,0.1773,0.7161,ca1d7b253d2a3417286387418da163ed3e2b9a0632ac478d9354ae81c5cd44cc
Cyberpunk/hard/P005/000326,Cyberpunk,Cyberpunk,hard,P005,326,32,test,15.8398,11600.0,0,0.9071,0.3837,0.2617,0.5938,68a9e45d527944d6a4b085b42e406cd2b7225298dd73c424864064bbc848c1a6
Cyberpunk/hard/P006/000463,Cyberpunk,Cyberpunk,hard,P006,463,32,test,9.3125,157.5,0,0.9518,0.2427,0.1388,0.3477,972b421c52a7078556bf05d90cdfbea73c6800892cd73cb8b2b66b15961bc8c1
Cyberpunk/hard/P006/001421,Cyberpunk,Cyberpunk,hard,P006,1421,32,test,8.3984,109.0,0,0.9053,0.2988,0.1902,0.5958,e02fd3ce35a1c64ae55472b55dbb7bf764926f6715d5011fcad8428627831207
Cyberpunk/hard/P007/000435,Cyberpunk,Cyberpunk,hard,P007,435,32,test,38.0312,14816.0,0,0.966,0.5268,0.3625,0.3912,cae1f6418357f401617046d95365e4154b4dbdb42fdbe978218f7eee2fcac665
Cyberpunk/hard/P007/001336,Cyberpunk,Cyberpunk,hard,P007,1336,32,test,16.1328,12896.0,0,0.9364,0.4421,0.2381,0.2914,dd7455c8ec95521a10f22d86e6bdbb695526bc02436b915d5a6583db419fd37a
DesertGasStation/easy/P000/000140,DesertGasStation,DesertGasStation,easy,P000,140,32,train,43776.0,59904.0,0,0.965,0.3641,0.3703,0.1093,253eaef341dbd1671cc7ceac6a7d738dba8853d4159a5e11d9c23e8fe045341d
DesertGasStation/easy/P000/000451,DesertGasStation,DesertGasStation,easy,P000,451,32,train,2.8408,58976.0,0,0.9533,0.308,0.1946,0.1727,abbe6f47c7ecbdcca820624ccc855ddf33ca0ddc5687328b7dd47b0270606e41
DesertGasStation/easy/P001/000126,DesertGasStation,DesertGasStation,easy,P001,126,32,train,2.5488,59904.0,0,0.9666,0.1572,0.3525,0.3084,9b41ae4e0d8681081e5e96080986b263aa14ee39caac2a97983dae32538f6b7a
DesertGasStation/easy/P001/000411,DesertGasStation,DesertGasStation,easy,P001,411,32,train,6.123,58368.0,0,0.9706,0.2041,0.3273,0.1985,f1cf847b0188a1a6406c072650587e327585392100795162299db5f0b0b0b749
DesertGasStation/easy/P002/000186,DesertGasStation,DesertGasStation,easy,P002,186,32,train,44704.0,60064.0,0,0.948,0.2953,0.1692,0.2715,83931349a644d66a92666d65286e7b43c12324304326e418dc17679cc6c18f96
DesertGasStation/easy/P002/000588,DesertGasStation,DesertGasStation,easy,P002,588,32,train,1.124,12.02,0,0.9549,0.2386,0.087,0.0671,51820484e1f696e6a7f62837afb95fa2043afba4ead97c1daf2f53e3d20c3499
DesertGasStation/easy/P003/000163,DesertGasStation,DesertGasStation,easy,P003,163,32,train,7.4492,59776.0,0,0.9581,0.2328,0.1815,0.162,86901b6fea29ea8f42c1911f2b86f2cb003d7c4f592f1d5981875d39f97eb922
DesertGasStation/easy/P003/000520,DesertGasStation,DesertGasStation,easy,P003,520,32,train,45760.0,59776.0,0,0.9585,0.2478,0.1098,0.2746,dba39e574552fc8d6e62392f1714d692614cc7e29cdd8ca3c02312347deaa1c5
DesertGasStation/easy/P004/000170,DesertGasStation,DesertGasStation,easy,P004,170,32,train,6.875,59776.0,0,0.9709,0.334,0.2287,0.2362,019502c1a2e136e88119af82c55f5769e25b9cfb21e9cb36bee4714caa9b9a9e
DesertGasStation/easy/P004/000540,DesertGasStation,DesertGasStation,easy,P004,540,32,train,12.5781,59712.0,0,0.9731,0.2655,0.2804,0.1091,366c83bf1b74bc39b133e8573c4384b507086f43920525d67e9811edaaf87074
DesertGasStation/hard/P000/000076,DesertGasStation,DesertGasStation,hard,P000,76,32,train,5.2031,57760.0,0,0.9106,0.4174,0.2392,0.2899,b742be7fadba85c426d14ff2849ced5b3c9ad66f4c4e975015874345c7351f54
DesertGasStation/hard/P000/000262,DesertGasStation,DesertGasStation,hard,P000,262,32,train,44096.0,59936.0,0,0.9219,0.1748,0.3416,0.4915,5b50196fdcda442e274b980793e3a6d567d8653262e02e6f6766939f041d7242
DesertGasStation/hard/P001/000078,DesertGasStation,DesertGasStation,hard,P001,78,32,train,6.8398,59776.0,0,0.9054,0.2318,0.2823,0.3101,7454d68f9bd12e883a6496f22b32d947e8a76e150ed7dd5ac7e425283d0d5af2
DesertGasStation/hard/P001/000268,DesertGasStation,DesertGasStation,hard,P001,268,32,train,12.1094,59744.0,0,0.9168,0.408,0.2695,0.1734,480c905a32c0c3e418d0d4044a7c6888abbb9444caf4f39bebbffde02034cf79
DesertGasStation/hard/P002/000113,DesertGasStation,DesertGasStation,hard,P002,113,32,train,6.6523,59808.0,0,0.9234,0.4326,0.2726,0.3319,bc0216c07f95f7608b572076b34d68bbd63de38196a07acffd52cc0b1c7f3fa3
DesertGasStation/hard/P002/000370,DesertGasStation,DesertGasStation,hard,P002,370,32,train,2.0996,59968.0,0,0.8468,0.3258,0.3085,0.2686,11d22ea823cbb05b71e45f9f0c84712a22326bd084773f5db8455e98a6cda6f7
DesertGasStation/hard/P003/000105,DesertGasStation,DesertGasStation,hard,P003,105,32,train,50080.0,60064.0,0,0.9781,0.2409,0.4629,0.1557,390f452279ce70adb8920e2fe129c3589176cfed0a78d4e56ed75debe3ebbc06
DesertGasStation/hard/P003/000347,DesertGasStation,DesertGasStation,hard,P003,347,32,train,46656.0,60032.0,0,0.9739,0.2248,0.3042,0.2612,5bd0597b238b4463ba5320c7b27f0fbcbe020b6f5b76cd8d50e473aac0e87c63
DesertGasStation/hard/P004/000094,DesertGasStation,DesertGasStation,hard,P004,94,32,train,4.3789,59968.0,0,0.8942,0.3965,0.0481,0.3113,a74f493758739adfef1443cf52da3de24d0c02391854a1e53747a5d491941ca7
DesertGasStation/hard/P004/000315,DesertGasStation,DesertGasStation,hard,P004,315,32,train,6.8945,59328.0,0,0.9208,0.3415,0.1253,0.4902,31c6654ded6f3227ace283d2d971bd3991c38c9399cd7cc7d63fe7075033b5ea
Downtown/easy/P000/000684,Downtown,Downtown,easy,P000,684,32,train,7.2812,455.25,0,0.9759,0.2886,0.5115,0.145,72280467ffd1e83e10cd4d6a57cf59ec0727383d35114ea570c55743b70cacda
Downtown/easy/P000/002083,Downtown,Downtown,easy,P000,2083,32,train,11.9453,394.5,0,0.9039,0.6497,0.2743,0.2275,2be699f8427f75a9494baa6d6d1fe38a4b960fcd20e9b03c55e0c9c2d6d463cd
Downtown/easy/P001/000598,Downtown,Downtown,easy,P001,598,32,train,7.9629,286.5,0,0.967,0.4565,0.3105,0.1764,26c0e793f4ab3f669412635cdd71fcc64b682975d26255e1d25e4d9d26eb196b
Downtown/easy/P001/001827,Downtown,Downtown,easy,P001,1827,32,train,132.5,531.5,0,0.9484,0.3684,0.5946,0.3578,4e271245149e9c45f2bcb9a70406d96691173cf980bf2a78e3c96701de33e1c6
Downtown/easy/P002/000636,Downtown,Downtown,easy,P002,636,32,train,19.5781,427.25,0,0.9805,0.2127,0.322,0.1116,da19d95ecb2dc00bcefac5b0ab912deaf72ddc00bf33d5b076dd8e97580a80ec
Downtown/easy/P002/001941,Downtown,Downtown,easy,P002,1941,32,train,28.0938,117.31,0,0.9896,0.2828,0.3642,0.0883,89c6d1679eda43654178032af9343ae66134a9de4ac8f95e96382eeb97fada6d
Downtown/easy/P003/000485,Downtown,Downtown,easy,P003,485,32,train,13.3828,363.25,0,0.9142,0.6468,0.364,0.365,e8999a94105eaf4fe5a85cf4175bf5bde6b5d263296ba24d08de2a786a87fd01
Downtown/easy/P003/001486,Downtown,Downtown,easy,P003,1486,32,train,13.0703,480.25,0,0.9112,0.5716,0.183,0.1649,5ffdd4b92c78e7479a37229e9f501b86d269731a941df2c259d28ce76cc28c5b
Downtown/easy/P004/000537,Downtown,Downtown,easy,P004,537,32,train,22.7578,436.75,0,0.9652,0.3532,0.3688,0.2213,c102c9d95c70da21185ae55c5dc27cc3fd3162d3917df911319de3b54a63e6f6
Downtown/easy/P004/001643,Downtown,Downtown,easy,P004,1643,32,train,8.0273,460.75,0,0.8316,0.495,0.1895,0.2805,7c185c6810db9bf46b7c1e6ad3eb65972c702b04cdae0ddcc35728d31238cd38
Downtown/easy/P005/000545,Downtown,Downtown,easy,P005,545,32,train,3.1709,422.75,0,0.9697,0.1551,0.5104,0.0987,df2fa44cb82cb1b610eaa3d48e4c0c96e8e995c7a7f9d1e4b9985c6b6e665276
Downtown/easy/P005/001667,Downtown,Downtown,easy,P005,1667,32,train,44.8125,480.25,0,0.9732,0.3025,0.4648,0.1068,0771b1ee507d82d97dd1400635de82663ca9a8bc543c5e007f09b4167d801b6d
Downtown/easy/P006/000594,Downtown,Downtown,easy,P006,594,32,train,12.332,385.0,0,0.9606,0.6074,0.3045,0.0839,2f335c58e20419a951fd35176513d0d548b1e562fce9101f417297f7a5c4da8f
Downtown/easy/P006/001816,Downtown,Downtown,easy,P006,1816,32,train,19.0,459.75,0,0.9581,0.6647,0.2573,0.0671,d9f89c4022c3b5af593280184f0c7c00b5c93bf1b15a922ce6feaf5a7a78a5ad
Downtown/easy/P007/000508,Downtown,Downtown,easy,P007,508,32,train,34.2812,457.75,0,0.9664,0.7394,0.341,0.0985,0d551a257aadef76f14cb03aefd8e77b0fe3d5ce70737de36fa67e01e6424815
Downtown/easy/P007/001555,Downtown,Downtown,easy,P007,1555,32,train,33.1875,494.0,0,0.962,0.5023,0.3949,0.3304,cdb4d8867f12ce4d0e6313e03327fa582a9c7c00570860a215b5191b35e0118a
Downtown/easy/P008/000512,Downtown,Downtown,easy,P008,512,32,train,15.4883,357.25,0,0.9562,0.8894,0.4135,0.3834,3a2da5ca02a5464a8cd94812c00502d935aa335f943b22ccbf749931370d08d5
Downtown/easy/P008/001570,Downtown,Downtown,easy,P008,1570,32,train,64.3125,448.0,0,0.9632,0.404,0.4828,0.2945,8cbd4f417054b21e82afcb7bbbb84d2a642a807e16da4f53c163e26cef22c4b5
Downtown/hard/P000/000350,Downtown,Downtown,hard,P000,350,32,train,45.8125,490.0,0,0.9565,0.1989,0.3786,0.4105,d8723d27ca7e727c2e2eba50cf09b4c303e67651db15fc7c4356273e6942dc08
Downtown/hard/P000/001080,Downtown,Downtown,hard,P000,1080,32,train,28.375,361.0,0,0.9394,0.3651,0.2691,0.1724,9725e8da64a7a1c0856437ede633fb448134c5f0aeb5008bcf3fbb3ad291e247
Downtown/hard/P001/000301,Downtown,Downtown,hard,P001,301,32,train,15.9609,394.25,0,0.9771,0.2181,0.5499,0.2175,ae16f6b4829fedda28f7c91e9b04c9c1ab4dfc388e700bba59eeba761e0dd510
Downtown/hard/P001/000935,Downtown,Downtown,hard,P001,935,32,train,16.2812,383.75,0,0.9135,0.2503,0.5802,0.8307,cbc8f2c7d98272dcb8b0231a8e33df887c2cf64f75c3afef1f3e30a6ff64d53e
Downtown/hard/P002/000351,Downtown,Downtown,hard,P002,351,32,train,20.9219,451.0,0,0.9794,0.0472,0.1717,0.6542,f6b2858b0684ce13598ec5f64ca8d797310354a82bdc2367daa67aeddf2d2a90
Downtown/hard/P002/001084,Downtown,Downtown,hard,P002,1084,32,train,8.9102,496.25,0,0.905,0.418,0.1375,0.1395,face0abfe2c884269f146aed4350920745ea26b9f39c91f191d4b6971c73c45e
Downtown/hard/P003/000244,Downtown,Downtown,hard,P003,244,32,train,60.2656,474.25,0,0.9522,0.5778,0.4853,0.3134,e082b244f3e7088b4a31a5a746177005e176bea3a8500f9325996ec7c4cbf760
Downtown/hard/P003/000765,Downtown,Downtown,hard,P003,765,32,train,38.1875,421.25,0,0.9275,0.3868,0.2587,0.4928,ed5888bab43d3293e1dffd7394fdb6ed095b285ff80e14ca9fac03f7ed20e820
Downtown/hard/P004/000286,Downtown,Downtown,hard,P004,286,32,train,6.7324,374.5,0,0.8999,0.2645,0.4643,0.3745,f47f4671225d8008263bc8c7c2654d3c1622b380ede9a3a7a8401af9695d975d
Downtown/hard/P004/000889,Downtown,Downtown,hard,P004,889,32,train,13.25,375.25,0,0.9086,0.3844,0.3389,0.1871,2c7c3f50b0844ea74f25aad76f565e916cdd4916eb644bfbca0ce4fcf034cef1
Downtown/hard/P005/000291,Downtown,Downtown,hard,P005,291,32,train,11.7891,156.5,0,0.9479,0.3989,0.7361,0.2351,6ee77e972c9bfdee008a1afba757eabf956b4472b9b58dda29b6bc6eed253dfa
Downtown/hard/P005/000906,Downtown,Downtown,hard,P005,906,32,train,14.3906,408.0,0,0.9417,0.3653,0.6318,0.3138,a6edf51d9e8921148014bfc56c7df5768e93c3ddfa96a2dcaa965a7d0682c21b
Downtown/hard/P006/000329,Downtown,Downtown,hard,P006,329,32,train,7.0234,150.38,0,0.9828,0.9617,0.4571,0.2439,a2e98020f9e34ec86d5d97a595b00054a5e30ced273959f4c5eafd8fe5004e36
Downtown/hard/P006/001018,Downtown,Downtown,hard,P006,1018,32,train,19.1562,442.25,0,0.8325,0.5298,0.3199,0.7287,2c627db36a9fbb294623a94e5dfc4053a94203d8e2726cea73dab82390ffc40a
Downtown/hard/P007/000282,Downtown,Downtown,hard,P007,282,32,train,33.875,453.5,0,0.9418,0.2442,0.444,0.2545,a9a16ec3257f10cd4e83c278f8d9fb63f6ac045e9f309586ab31a950d8bb892a
Downtown/hard/P007/000878,Downtown,Downtown,hard,P007,878,32,train,80.625,444.0,0,0.9112,0.3576,0.4572,0.8101,ce4b6bc535f0ccfec3c4f1c8ea65838b7a304e7f180704a03235ecabb20119b0
Downtown/hard/P008/000248,Downtown,Downtown,hard,P008,248,32,train,10.3125,481.5,0,0.8018,0.6315,0.3088,0.3816,dbb942177f8c2b241c226979b67358a08d1f4ebe2f6e4851bd07081cff949f30
Downtown/hard/P008/000777,Downtown,Downtown,hard,P008,777,32,train,21.6719,463.25,0,0.9556,0.3648,0.5298,0.1027,e9889bd7cdef33a10b0c2fb51acfcf7c68be9f1b9337c386aab27293b3b71911
EndofTheWorld/easy/P000/000177,EndofTheWorld,EndofTheWorld,easy,P000,177,32,train,4.3223,15776.0,0,0.9501,0.1258,0.2361,0.2457,9eab73d69c0ea2fecf3e5e51327e58c11e4371d34adde485ab525e5b7a756676
EndofTheWorld/easy/P000/000562,EndofTheWorld,EndofTheWorld,easy,P000,562,32,train,5.457,14776.0,0,0.9888,0.1515,0.2582,0.2081,31f179a18c83e78c289232521d2b12b0a5ae96b979f34a76bd3ee79571c91cef
EndofTheWorld/easy/P001/000175,EndofTheWorld,EndofTheWorld,easy,P001,175,32,train,11.1953,16072.0,0,0.9856,0.1754,0.4254,0.3052,51cd283a12f45b19f03ec8329fcadc89621eb7853d649730a38652257fa94d88
EndofTheWorld/easy/P001/000558,EndofTheWorld,EndofTheWorld,easy,P001,558,32,train,5.9199,16200.0,0,0.9957,0.0649,0.351,0.0794,ed402597e22f7894ea43c3177f9a61ab7573043613248464c59b3bee3d043c9b
EndofTheWorld/easy/P002/000212,EndofTheWorld,EndofTheWorld,easy,P002,212,32,train,3.8105,6.59,0,0.991,0.051,0.1911,0.332,d4bc9907cc1e7d13f5a2f00cdee9890b3fc0a9f4344edd4785a5c43c3191fbfb
EndofTheWorld/easy/P002/000668,EndofTheWorld,EndofTheWorld,easy,P002,668,32,train,8.5,12800.0,0,0.9853,0.168,0.2023,0.2044,09f90b7dd9b3fa7afb5148c8a73f205ff724b6f20a999021607490368fdf6400
EndofTheWorld/easy/P003/000432,EndofTheWorld,EndofTheWorld,easy,P003,432,32,train,23.7188,16360.0,0,0.9903,0.1836,0.4138,0.1515,37889a9e75be544e1661029cf0bcff33f77bbf70ecb09ba5ba4df6e8b0047461
EndofTheWorld/easy/P003/001329,EndofTheWorld,EndofTheWorld,easy,P003,1329,32,train,5.7617,13408.0,0,0.9725,0.5188,0.1612,0.1359,bab64294a1070ec5de81e9db935e4814ca549f909c5a3b4aad4243de02bd8435
EndofTheWorld/easy/P004/000421,EndofTheWorld,EndofTheWorld,easy,P004,421,32,train,9.2891,16128.0,0,0.9912,0.1163,0.3263,0.4339,1df2ca15852b1e449f4e0ceb7b8b87829a2f80fb8995f6a1b28aaf5f267ab407
EndofTheWorld/easy/P004/001296,EndofTheWorld,EndofTheWorld,easy,P004,1296,32,train,5.5234,16360.0,0,0.9857,0.1062,0.2889,0.1137,2f2724ebca71aa257805587749cb0e0f27aad2220eb4a71edfd4f457ae0d834e
EndofTheWorld/hard/P000/000103,EndofTheWorld,EndofTheWorld,hard,P000,103,32,train,6.8711,16264.0,0,0.908,0.152,0.294,0.4485,115df48510c7adda03d25d6feb4013a873809f832b03d09f9cbe06d47ae38278
EndofTheWorld/hard/P000/000340,EndofTheWorld,EndofTheWorld,hard,P000,340,32,train,10.5938,16296.0,0,0.8991,0.2018,0.366,0.554,59c23cf7201f7b79334da299979dbc0075dd9ed12960238e54db6d596307c6c3
EndofTheWorld/hard/P001/000090,EndofTheWorld,EndofTheWorld,hard,P001,90,32,train,3.9395,29.64,0,0.9578,0.1338,0.2553,0.2686,dc3643621515507d744f8c2ae508c5fc38230c438c94d3eeb01c6db8713b6e9b
EndofTheWorld/hard/P001/000304,EndofTheWorld,EndofTheWorld,hard,P001,304,32,train,2.9541,15328.0,0,0.8969,0.03,0.1693,0.4371,9b3f5aed8c9fbed15f8e3963ea01472e80e3b0e72e9add8462573c33a4b441ee
EndofTheWorld/hard/P002/000111,EndofTheWorld,EndofTheWorld,hard,P002,111,32,train,11832.0,16384.0,0,0.9768,0.0855,0.4501,0.3821,2562517d455ea60a6eddc7316d6beacfa30a9f899f63019de8f47b277582d7d4
EndofTheWorld/hard/P002/000365,EndofTheWorld,EndofTheWorld,hard,P002,365,32,train,6.8574,13728.0,0,0.9057,0.1556,0.1817,0.3001,92d8cab11b604a70219d11769f1cb98c5ddfc213cfc645d4ad08663c3f6cbe08
EndofTheWorld/hard/P003/000260,EndofTheWorld,EndofTheWorld,hard,P003,260,32,train,7.5,15024.0,0,0.9324,0.5299,0.1861,0.476,273667ed96b7903f35a3cb3c71e9bc308d8dee8540f7fb0d666253e2478a9125
EndofTheWorld/hard/P003/000810,EndofTheWorld,EndofTheWorld,hard,P003,810,32,train,7.7305,15248.0,0,0.9331,0.2743,0.2114,0.2778,6b20a9b3509b1dc67ddfc31257795933945d4d1e176ea1565c091493b5ad0c2d
EndofTheWorld/hard/P004/000248,EndofTheWorld,EndofTheWorld,hard,P004,248,32,train,3.3877,14384.0,0,0.9345,0.0488,0.2304,0.2127,97df80a75268bf76c715913a30a28c4ee412f0d211e059b4ea2b37b52ada48f3
EndofTheWorld/hard/P004/000778,EndofTheWorld,EndofTheWorld,hard,P004,778,32,train,3.0879,16280.0,0,0.9072,0.1763,0.2048,0.2214,023978beecca12b27fef6eb0dc72edbe213e4dac863889f09d2d21e5653abee0
FactoryWeather/easy/P000/000396,FactoryWeather,FactoryWeather,easy,P000,396,32,train,6.8984,244.31,1083,0.9825,0.2806,0.6409,0.4014,06e7ce0de0efa21be23b269bed899b4aeb82767907d92220b66d209eb017bfc1
FactoryWeather/easy/P000/001220,FactoryWeather,FactoryWeather,easy,P000,1220,32,train,0.7507,139.38,8,0.8808,0.0562,0.2326,0.1029,3602db3b1e655df3b6f2ba59e3d9a205f2cad28a72e18c4f2e7725fab168757b
FactoryWeather/easy/P001/000574,FactoryWeather,FactoryWeather,easy,P001,574,32,train,2.1699,28.73,10,0.986,0.1202,0.0963,0.1528,e4ef5643937fbb10ed473fcddf736c68ae4c3306c984bceea8eec6e7a5dc96fd
FactoryWeather/easy/P001/001754,FactoryWeather,FactoryWeather,easy,P001,1754,32,train,10.8984,387.25,5217,0.986,0.2823,0.5832,0.1391,2da39d360ff290f06f54c94531daf3537d12af81f05485004d7cf05d0537d7d8
FactoryWeather/easy/P002/000571,FactoryWeather,FactoryWeather,easy,P002,571,32,train,11.6719,210.38,3608,0.9925,0.251,0.5236,0.0851,ae757742b4604d9c11b22d8cf8f2359e992819c0af5afb54a321d7f8dbe017ec
